0;2497;3;0;0;0
1;2497;0;0;0;3
2;2497;0;0;0;3
3;2493;0;0;0;7
4;2492;0;0;0;8
5;2492;0;0;0;8
6;2490;0;0;0;10
7;2489;0;0;0;11
8;2487;0;0;0;13
9;1211;0;1275;0;14
10;574;0;1911;9;6
11;273;0;2212;10;5
12;129;0;2355;11;5
13;70;0;2413;15;2
14;34;0;2449;15;2
15;22;0;2461;15;2
16;10;0;2473;15;2
17;6;0;2477;15;2
18;3;0;2480;15;2
19;1;0;2482;15;2
20;0;0;2483;15;2
21;0;0;2483;15;2
22;0;0;2483;15;2
23;0;0;2483;15;2
24;0;0;2483;15;2
25;0;0;2483;15;2
26;0;0;2483;15;2
27;0;0;2483;15;2
28;0;0;2483;15;2
29;0;0;2483;15;2
30;0;0;2483;15;2
